frame_count,timestamp,start_seconds,drone_latitude,drone_longitude,drone_x_m,drone_y_m,rel_alt_m,heading_deg,heading_source,camera_angle_deg,camera_angle_source,ground_distance_m,ground_x_m,ground_y_m,ground_latitude,ground_longitude
3520,2024-06-19 11:17:19.850,117.405,32.103287,35.206843,161.1547822958067,-8.571600790984661,117.5,97.64771232809835,trajectory,60.0,fixed,67.83865662978104,228.39001826497594,-17.599689043957454,32.10320589930336,35.20755601029132
3521,2024-06-19 11:17:19.884,117.438,32.103287,35.206843,161.1547822958067,-8.571600790984661,117.5,97.64771232809835,trajectory,60.0,fixed,67.83865662978104,228.39001826497594,-17.599689043957454,32.10320589930336,35.20755601029132
3522,2024-06-19 11:17:19.917,117.472,32.103287,35.206843,161.1547822958067,-8.571600790984661,117.5,97.64771232809835,trajectory,60.0,fixed,67.83865662978104,228.39001826497594,-17.599689043957454,32.10320589930336,35.20755601029132
3523,2024-06-19 11:17:19.950,117.505,32.103286,35.206853,162.0977593719785,-8.682920282218092,117.5,97.99978656743576,trajectory,60.0,fixed,67.83865662978104,229.27625002816444,-18.123986243754157,32.10320118946148,35.207565408523635
3524,2024-06-19 11:17:19.984,117.538,32.103286,35.206853,162.0977593719785,-8.682920282218092,117.5,97.99978656743576,trajectory,60.0,fixed,67.83865662978104,229.27625002816444,-18.123986243754157,32.10320118946148,35.207565408523635
3525,2024-06-19 11:17:20.017,117.572,32.103286,35.206853,162.0977593719785,-8.682920282218092,117.5,97.99978656743576,trajectory,60.0,fixed,67.83865662978104,229.27625002816444,-18.123986243754157,32.10320118946148,35.207565408523635
3526,2024-06-19 11:17:20.050,117.605,32.103284,35.206864,163.13503415552756,-8.905559263268724,117.6,97.96236027761381,trajectory,60.0,fixed,67.8963916567,230.37685591651268,-18.310739020397932,32.10319951183274,35.207577080131735
3527,2024-06-19 11:17:20.085,117.638,32.103284,35.206864,163.13503415552756,-8.905559263268724,117.6,97.96236027761381,trajectory,60.0,fixed,67.8963916567,230.37685591651268,-18.310739020397932,32.10319951183274,35.207577080131735
3528,2024-06-19 11:17:20.117,117.672,32.103284,35.206864,163.13503415552756,-8.905559263268724,117.6,97.96236027761381,trajectory,60.0,fixed,67.8963916567,230.37685591651268,-18.310739020397932,32.10319951183274,35.207577080131735
3529,2024-06-19 11:17:20.150,117.705,32.103283,35.206874,164.07801123109954,-9.016878754502155,117.6,97.9997865676749,trajectory,60.0,fixed,67.8963916567,231.3136750707832,-18.465979666073345,32.1031981172823,35.20758701482875
3530,2024-06-19 11:17:20.184,117.739,32.103283,35.206874,164.07801123109954,-9.016878754502155,117.6,97.9997865676749,trajectory,60.0,fixed,67.8963916567,231.3136750707832,-18.465979666073345,32.1031981172823,35.20758701482875
3531,2024-06-19 11:17:20.217,117.772,32.103283,35.206874,164.07801123109954,-9.016878754502155,117.6,97.9997865676749,trajectory,60.0,fixed,67.8963916567,231.3136750707832,-18.465979666073345,32.1031981172823,35.20758701482875
3532,2024-06-19 11:17:20.255,117.805,32.103282,35.206885,165.11528601524842,-9.128198245027471,117.6,97.68369595070192,trajectory,60.0,fixed,67.8963916567,232.4020554312575,-18.206230055768426,32.10320045065275,35.20759855678866
3533,2024-06-19 11:17:20.284,117.839,32.103282,35.206885,165.11528601524842,-9.128198245027471,117.6,97.68369595070192,trajectory,60.0,fixed,67.8963916567,232.4020554312575,-18.206230055768426,32.10320045065275,35.20759855678866
3534,2024-06-19 11:17:20.317,117.872,32.103282,35.206885,165.11528601524842,-9.128198245027471,117.6,97.68369595070192,trajectory,60.0,fixed,67.8963916567,232.4020554312575,-18.206230055768426,32.10320045065275,35.20759855678866
3535,2024-06-19 11:17:20.350,117.905,32.103281,35.206895,166.0582630914202,-9.239517735552788,117.6,97.99978656743576,trajectory,60.0,fixed,67.8963916567,233.29392693114332,-18.688618646843352,32.1031961172823,35.207608014828764
3536,2024-06-19 11:17:20.384,117.939,32.103281,35.206895,166.0582630914202,-9.239517735552788,117.6,97.99978656743576,trajectory,60.0,fixed,67.8963916567,233.29392693114332,-18.688618646843352,32.1031961172823,35.207608014828764
3537,2024-06-19 11:17:20.417,117.972,32.103281,35.206895,166.0582630914202,-9.239517735552788,117.6,97.99978656743576,trajectory,60.0,fixed,67.8963916567,233.29392693114332,-18.688618646843352,32.1031961172823,35.207608014828764
3538,2024-06-19 11:17:20.454,118.005,32.10328,35.206906,167.09553787436943,-9.350837226786219,117.6,97.9997865674357,trajectory,60.0,fixed,67.8963916567,234.33120171409254,-18.79993813807671,32.1031951172823,35.20761901482876
3539,2024-06-19 11:17:20.484,118.039,32.10328,35.206906,167.09553787436943,-9.350837226786219,117.6,97.9997865674357,trajectory,60.0,fixed,67.8963916567,234.33120171409254,-18.79993813807671,32.1031951172823,35.20761901482876
3540,2024-06-19 11:17:20.517,118.072,32.10328,35.206906,167.09553787436943,-9.350837226786219,117.6,97.9997865674357,trajectory,60.0,fixed,67.8963916567,234.33120171409254,-18.79993813807671,32.1031951172823,35.20761901482876
3541,2024-06-19 11:17:20.551,118.105,32.103278,35.206916,168.0385149505412,-9.57347620783685,117.6,97.9997865676749,trajectory,60.0,fixed,67.8963916567,235.27417879022488,-19.02257711940804,32.1031931172823,35.207629014828754
3542,2024-06-19 11:17:20.584,118.139,32.103278,35.206916,168.0385149505412,-9.57347620783685,117.6,97.9997865676749,trajectory,60.0,fixed,67.8963916567,235.27417879022488,-19.02257711940804,32.1031931172823,35.207629014828754
3543,2024-06-19 11:17:20.617,118.172,32.103278,35.206916,168.0385149505412,-9.57347620783685,117.6,97.9997865676749,trajectory,60.0,fixed,67.8963916567,235.27417879022488,-19.02257711940804,32.1031931172823,35.207629014828754
3544,2024-06-19 11:17:20.651,118.206,32.103277,35.206927,169.0757897346901,-9.68479569907028,117.6,97.68369595070192,trajectory,60.0,fixed,67.8963916567,236.36255915069918,-18.762827509811235,32.10319545065275,35.20764055678866
3545,2024-06-19 11:17:20.684,118.239,32.103277,35.206927,169.0757897346901,-9.68479569907028,117.6,97.68369595070192,trajectory,60.0,fixed,67.8963916567,236.36255915069918,-18.762827509811235,32.10319545065275,35.20764055678866
3546,2024-06-19 11:17:20.717,118.272,32.103277,35.206927,169.0757897346901,-9.68479569907028,117.6,97.68369595070192,trajectory,60.0,fixed,67.8963916567,236.36255915069918,-18.762827509811235,32.10319545065275,35.20764055678866
3547,2024-06-19 11:17:20.751,118.306,32.103276,35.206937,170.0187668108619,-9.796115189595596,117.6,97.9997865694449,trajectory,60.0,fixed,67.8963916567,237.25443065025365,-19.24521610324384,32.103191117282286,35.20765001482876
3548,2024-06-19 11:17:20.785,118.339,32.103276,35.206937,170.0187668108619,-9.796115189595596,117.6,97.9997865694449,trajectory,60.0,fixed,67.8963916567,237.25443065025365,-19.24521610324384,32.103191117282286,35.20765001482876
3549,2024-06-19 11:17:20.817,118.372,32.103276,35.206937,170.0187668108619,-9.796115189595596,117.6,97.9997865694449,trajectory,60.0,fixed,67.8963916567,237.25443065025365,-19.24521610324384,32.103191117282286,35.20765001482876
3550,2024-06-19 11:17:20.851,118.406,32.103275,35.206948,171.0560415938111,-9.907434680829027,117.6,97.9997865694449,trajectory,60.0,fixed,67.8963916567,238.29170543320288,-19.356535594477272,32.10319011728228,35.20766101482875
3551,2024-06-19 11:17:20.884,118.439,32.103275,35.206948,171.0560415938111,-9.907434680829027,117.6,97.9997865694449,trajectory,60.0,fixed,67.8963916567,238.29170543320288,-19.356535594477272,32.10319011728228,35.20766101482875
3552,2024-06-19 11:17:20.917,118.472,32.103275,35.206948,171.0560415938111,-9.907434680829027,117.6,97.9997865694449,trajectory,60.0,fixed,67.8963916567,238.29170543320288,-19.356535594477272,32.10319011728228,35.20766101482875
3553,2024-06-19 11:17:20.951,118.506,32.103273,35.206958,171.9990186699829,-10.13007366187966,117.6,97.99978656566577,trajectory,60.0,fixed,67.8963916567,239.23468250999792,-19.57917457109317,32.10318811728232,35.207671014828755
3554,2024-06-19 11:17:20.985,118.539,32.103273,35.206958,171.9990186699829,-10.13007366187966,117.6,97.99978656566577,trajectory,60.0,fixed,67.8963916567,239.23468250999792,-19.57917457109317,32.10318811728232,35.207671014828755
3555,2024-06-19 11:17:21.018,118.573,32.103273,35.206958,171.9990186699829,-10.13007366187966,117.6,97.99978656566577,trajectory,60.0,fixed,67.8963916567,239.23468250999792,-19.57917457109317,32.10318811728232,35.207671014828755
3556,2024-06-19 11:17:21.051,118.606,32.103272,35.206969,173.0362934541318,-10.24139315311309,117.6,97.68369595472637,trajectory,60.0,fixed,67.8963916567,240.32306286950325,-19.31942496858027,32.103190450652704,35.20768255678866
3557,2024-06-19 11:17:21.085,118.639,32.103272,35.206969,173.0362934541318,-10.24139315311309,117.6,97.68369595472637,trajectory,60.0,fixed,67.8963916567,240.32306286950325,-19.31942496858027,32.103190450652704,35.20768255678866
3558,2024-06-19 11:17:21.118,118.673,32.103272,35.206969,173.0362934541318,-10.24139315311309,117.6,97.68369595472637,trajectory,60.0,fixed,67.8963916567,240.32306286950325,-19.31942496858027,32.103190450652704,35.20768255678866
3559,2024-06-19 11:17:21.151,118.706,32.103271,35.206979,173.97927052970374,-10.352712643638407,117.6,97.96236027961385,trajectory,60.0,fixed,67.8963916567,241.22109229036053,-19.757892403114838,32.103186511832725,35.207692080131736
3560,2024-06-19 11:17:21.185,118.739,32.103271,35.206979,173.97927052970374,-10.352712643638407,117.6,97.96236027961385,trajectory,60.0,fixed,67.8963916567,241.22109229036053,-19.757892403114838,32.103186511832725,35.207692080131736
3561,2024-06-19 11:17:21.218,118.773,32.103271,35.206979,173.97927052970374,-10.352712643638407,117.6,97.96236027961385,trajectory,60.0,fixed,67.8963916567,241.22109229036053,-19.757892403114838,32.103186511832725,35.207692080131736
3562,2024-06-19 11:17:21.251,118.806,32.10327,35.20699,175.0165453132528,-10.464032134163721,117.6,97.9997865694449,trajectory,60.0,fixed,67.8963916567,242.25220915264458,-19.913133047811968,32.10318511728229,35.20770301482875
3563,2024-06-19 11:17:21.285,118.839,32.10327,35.20699,175.0165453132528,-10.464032134163721,117.6,97.9997865694449,trajectory,60.0,fixed,67.8963916567,242.25220915264458,-19.913133047811968,32.10318511728229,35.20770301482875
3564,2024-06-19 11:17:21.318,118.873,32.10327,35.20699,175.0165453132528,-10.464032134163721,117.6,97.90686873176617,trajectory,60.0,fixed,67.8963916567,242.26744454835827,-19.804083101352937,32.103186096894625,35.20770317639573
3565,2024-06-19 11:17:21.351,118.906,32.103268,35.207,175.9595223894246,-10.686671115922469,117.6,97.96236027961385,trajectory,60.0,fixed,67.8963916567,243.20134415008138,-20.0918508753989,32.103183511832725,35.20771308013173
3566,2024-06-19 11:17:21.385,118.94,32.103268,35.207,175.9595223894246,-10.686671115922469,117.6,97.96236027961385,trajectory,60.0,fixed,67.8963916567,243.20134415008138,-20.0918508753989,32.103183511832725,35.20771308013173
3567,2024-06-19 11:17:21.418,118.973,32.103268,35.207,175.9595223894246,-10.686671115922469,117.6,97.96236027961385,trajectory,60.0,fixed,67.8963916567,243.20134415008138,-20.0918508753989,32.103183511832725,35.20771308013173
3568,2024-06-19 11:17:21.451,119.006,32.103267,35.207011,176.9967971735735,-10.797990606447785,117.6,97.9997865694449,trajectory,60.0,fixed,67.8963916567,244.23246101296525,-20.24709152009603,32.10318211728229,35.207724014828756
3569,2024-06-19 11:17:21.485,119.04,32.103267,35.207011,176.9967971735735,-10.797990606447785,117.6,97.9997865694449,trajectory,60.0,fixed,67.8963916567,244.23246101296525,-20.24709152009603,32.10318211728229,35.207724014828756
3570,2024-06-19 11:17:21.518,119.073,32.103267,35.207011,176.9967971735735,-10.797990606447785,117.6,97.9997865694449,trajectory,60.0,fixed,67.8963916567,244.23246101296525,-20.24709152009603,32.10318211728229,35.207724014828756
3571,2024-06-19 11:17:21.551,119.106,32.103266,35.207021,177.93977424914544,-10.909310097681216,117.6,97.6477123301014,trajectory,60.0,fixed,67.8963916567,245.2322316954194,-19.94508183237077,32.10318483028147,35.20773461710858
3572,2024-06-19 11:17:21.585,119.14,32.103266,35.207021,177.93977424914544,-10.909310097681216,117.6,97.6477123301014,trajectory,60.0,fixed,67.8963916567,245.2322316954194,-19.94508183237077,32.10318483028147,35.20773461710858
3573,2024-06-19 11:17:21.618,119.173,32.103266,35.207021,177.93977424914544,-10.909310097681216,117.6,97.6477123301014,trajectory,60.0,fixed,67.8963916567,245.2322316954194,-19.94508183237077,32.10318483028147,35.20773461710858
3574,2024-06-19 11:17:21.651,119.206,32.103265,35.207032,178.97704903269448,-11.020629588206532,117.6,97.96236027985083,trajectory,60.0,fixed,67.8963916567,246.21887079331236,-20.425809347961078,32.103180511832726,35.20774508013174
3575,2024-06-19 11:17:21.685,119.24,32.103265,35.207032,178.97704903269448,-11.020629588206532,117.6,97.96236027985083,trajectory,60.0,fixed,67.8963916567,246.21887079331236,-20.425809347961078,32.103180511832726,35.20774508013174
3576,2024-06-19 11:17:21.718,119.273,32.103265,35.207032,178.97704903269448,-11.020629588206532,117.6,97.96236027985083,trajectory,60.0,fixed,67.8963916567,246.21887079331236,-20.425809347961078,32.103180511832726,35.20774508013174
3577,2024-06-19 11:17:21.752,119.307,32.103263,35.207042,179.9200261088663,-11.243268570673393,117.6,97.96236027985083,trajectory,60.0,fixed,67.8963916567,247.16184786948418,-20.64844833042794,32.103178511832716,35.20775508013173
3578,2024-06-19 11:17:21.785,119.34,32.103263,35.207042,179.9200261088663,-11.243268570673393,117.6,97.96236027985083,trajectory,60.0,fixed,67.8963916567,247.16184786948418,-20.64844833042794,32.103178511832716,35.20775508013173
3579,2024-06-19 11:17:21.818,119.373,32.103263,35.207042,179.9200261088663,-11.243268570673393,117.6,97.96236027985083,trajectory,60.0,fixed,67.8963916567,247.16184786948418,-20.64844833042794,32.103178511832716,35.20775508013173
3580,2024-06-19 11:17:21.852,119.407,32.103262,35.207053,180.95730089301517,-11.35458806119871,117.6,97.96236027761381,trajectory,60.0,fixed,67.8963916567,248.1991226540003,-20.75976781832792,32.10317751183274,35.20776608013174
3581,2024-06-19 11:17:21.885,119.44,32.103262,35.207053,180.95730089301517,-11.35458806119871,117.6,97.96236027761381,trajectory,60.0,fixed,67.8963916567,248.1991226540003,-20.75976781832792,32.10317751183274,35.20776608013174
3582,2024-06-19 11:17:21.918,119.473,32.103262,35.207053,180.95730089301517,-11.35458806119871,117.6,97.96236027761381,trajectory,60.0,fixed,67.8963916567,248.1991226540003,-20.75976781832792,32.10317751183274,35.20776608013174
3583,2024-06-19 11:17:21.952,119.507,32.103261,35.207063,181.90027796858715,-11.46590755101591,117.6,97.6477123301014,trajectory,60.0,fixed,67.8963916567,249.1927354148611,-20.501679285705464,32.103179830281476,35.20777661710858
3584,2024-06-19 11:17:21.985,119.54,32.103261,35.207063,181.90027796858715,-11.46590755101591,117.6,97.6477123301014,trajectory,60.0,fixed,67.8963916567,249.1927354148611,-20.501679285705464,32.103179830281476,35.20777661710858
3585,2024-06-19 11:17:22.019,119.573,32.103261,35.207063,181.90027796858715,-11.46590755101591,117.6,97.6477123301014,trajectory,60.0,fixed,67.8963916567,249.1927354148611,-20.501679285705464,32.103179830281476,35.20777661710858
3586,2024-06-19 11:17:22.052,119.607,32.10326,35.207074,182.93755275213618,-11.577227042957457,117.6,97.64771232832618,trajectory,60.0,fixed,67.8963916567,250.23001019869008,-20.612998775562062,32.103178830281486,35.207787617108586
3587,2024-06-19 11:17:22.086,119.64,32.10326,35.207074,182.93755275213618,-11.577227042957457,117.6,97.64771232832618,trajectory,60.0,fixed,67.8963916567,250.23001019869008,-20.612998775562062,32.103178830281486,35.207787617108586
3588,2024-06-19 11:17:22.118,119.674,32.10326,35.207074,182.93755275213618,-11.577227042957457,117.6,97.64771232832618,trajectory,60.0,fixed,67.8963916567,250.23001019869008,-20.612998775562062,32.103178830281486,35.207787617108586
3589,2024-06-19 11:17:22.152,119.707,32.103258,35.207085,183.97482753568522,-11.799866024716204,117.6,97.64771232809835,trajectory,60.0,fixed,67.8963916567,251.26728498227504,-20.835637757053227,32.103176830281484,35.20779861710859
3590,2024-06-19 11:17:22.186,119.74,32.103258,35.207085,183.97482753568522,-11.799866024716204,117.6,97.64771232809835,trajectory,60.0,fixed,67.8963916567,251.26728498227504,-20.835637757053227,32.103176830281484,35.20779861710859
3591,2024-06-19 11:17:22.219,119.774,32.103258,35.207085,183.97482753568522,-11.799866024716204,117.6,97.64771232809835,trajectory,60.0,fixed,67.8963916567,251.26728498227504,-20.835637757053227,32.103176830281484,35.20779861710859
3592,2024-06-19 11:17:22.252,119.807,32.103257,35.207095,184.91780461245688,-11.91118551524152,117.6,97.96236027961385,trajectory,60.0,fixed,67.8963916567,252.15962637311367,-21.316365274717953,32.10317251183272,35.20780808013174
3593,2024-06-19 11:17:22.286,119.84,32.103257,35.207095,184.91780461245688,-11.91118551524152,117.6,97.96236027961385,trajectory,60.0,fixed,67.8963916567,252.15962637311367,-21.316365274717953,32.10317251183272,35.20780808013174
3594,2024-06-19 11:17:22.323,119.874,32.103256,35.207106,185.9550793960059,-12.022505005766835,117.6,97.96236027961385,trajectory,60.0,fixed,67.8963916567,253.1969011566627,-21.427684765243267,32.10317151183272,35.20781908013174
3595,2024-06-19 11:17:22.352,119.907,32.103256,35.207106,185.9550793960059,-12.022505005766835,117.6,97.6477123301014,trajectory,60.0,fixed,67.8963916567,253.24753684227983,-21.058276740456392,32.103174830281475,35.20781961710858
3596,2024-06-19 11:17:22.386,119.94,32.103256,35.207106,185.9550793960059,-12.022505005766835,117.6,97.6477123301014,trajectory,60.0,fixed,67.8963916567,253.24753684227983,-21.058276740456392,32.103174830281475,35.20781961710858
3597,2024-06-19 11:17:22.419,119.974,32.103256,35.207106,185.9550793960059,-12.022505005766835,117.6,97.6477123301014,trajectory,60.0,fixed,67.8963916567,253.24753684227983,-21.058276740456392,32.103174830281475,35.20781961710858
3598,2024-06-19 11:17:22.452,120.007,32.103255,35.207116,186.8980564715779,-12.133824497000267,117.6,97.64771233032923,trajectory,60.0,fixed,67.8963916567,254.1905139178159,-21.169596231957406,32.10317383028146,35.20782961710858
3599,2024-06-19 11:17:22.486,120.041,32.103255,35.207116,186.8980564715779,-12.133824497000267,117.6,97.64771233032923,trajectory,60.0,fixed,67.8963916567,254.1905139178159,-21.169596231957406,32.10317383028146,35.20782961710858
3600,2024-06-19 11:17:22.519,120.074,32.103255,35.207116,186.8980564715779,-12.133824497000267,117.6,97.64771233032923,trajectory,60.0,fixed,67.8963916567,254.1905139178159,-21.169596231957406,32.10317383028146,35.20782961710858
3601,2024-06-19 11:17:22.552,120.107,32.103254,35.207127,187.93533125512693,-12.245143987525582,117.6,97.64771232809835,trajectory,60.0,fixed,67.8963916567,255.22778870171675,-21.280915719862605,32.10317283028149,35.20784061710859
3602,2024-06-19 11:17:22.586,120.141,32.103254,35.207127,187.93533125512693,-12.245143987525582,117.6,97.64771232809835,trajectory,60.0,fixed,67.8963916567,255.22778870171675,-21.280915719862605,32.10317283028149,35.20784061710859
3603,2024-06-19 11:17:22.619,120.174,32.103254,35.207127,187.93533125512693,-12.245143987525582,117.6,97.64771232809835,trajectory,60.0,fixed,67.8963916567,255.22778870171675,-21.280915719862605,32.10317283028149,35.20784061710859
3604,2024-06-19 11:17:22.652,120.207,32.103252,35.207138,188.97260603867596,-12.467782969284329,117.6,97.6477123301014,trajectory,60.0,fixed,67.8963916567,256.2650634849499,-21.503554703973883,32.10317083028147,35.20785161710858
3605,2024-06-19 11:17:22.686,120.241,32.103252,35.207138,188.97260603867596,-12.467782969284329,117.6,97.6477123301014,trajectory,60.0,fixed,67.8963916567,256.2650634849499,-21.503554703973883,32.10317083028147,35.20785161710858
3606,2024-06-19 11:17:22.719,120.274,32.103252,35.207138,188.97260603867596,-12.467782969284329,117.6,97.6477123301014,trajectory,60.0,fixed,67.8963916567,256.2650634849499,-21.503554703973883,32.10317083028147,35.20785161710858
3607,2024-06-19 11:17:22.753,120.307,32.103251,35.207148,189.91558311484778,-12.579102459809645,117.6,97.33259965522598,trajectory,60.0,fixed,67.8963916567,257.2567171248586,-21.244647465507235,32.103173156084765,35.2078621333095
3608,2024-06-19 11:17:22.790,120.341,32.103251,35.207148,189.91558311484778,-12.579102459809645,117.6,97.33259965522598,trajectory,60.0,fixed,67.8963916567,257.2567171248586,-21.244647465507235,32.103173156084765,35.2078621333095
3609,2024-06-19 11:17:22.819,120.374,32.103251,35.207148,189.91558311484778,-12.579102459809645,117.6,97.33259965522598,trajectory,60.0,fixed,67.8963916567,257.2567171248586,-21.244647465507235,32.103173156084765,35.2078621333095
3610,2024-06-19 11:17:22.853,120.408,32.10325,35.207159,190.95285789839681,-12.690421950334962,117.6,97.3325996554446,trajectory,60.0,fixed,67.8963916567,258.29399190837455,-21.3559669562895,32.10317215608476,35.2078731333095
3611,2024-06-19 11:17:22.891,120.441,32.10325,35.207159,190.95285789839681,-12.690421950334962,117.6,97.3325996554446,trajectory,60.0,fixed,67.8963916567,258.29399190837455,-21.3559669562895,32.10317215608476,35.2078731333095
3612,2024-06-19 11:17:22.920,120.474,32.10325,35.207159,190.95285789839681,-12.690421950334962,117.6,97.3325996554446,trajectory,60.0,fixed,67.8963916567,258.29399190837455,-21.3559669562895,32.10317215608476,35.2078731333095
3613,2024-06-19 11:17:22.953,120.508,32.103249,35.207169,191.89583497456863,-12.801741441568392,117.6,97.33259965923776,trajectory,60.0,fixed,67.8963916567,259.2369689839727,-21.46728645198113,32.10317115608472,35.207883133309494
3614,2024-06-19 11:17:22.987,120.541,32.103249,35.207169,191.89583497456863,-12.801741441568392,117.6,97.33259965923776,trajectory,60.0,fixed,67.8963916567,259.2369689839727,-21.46728645198113,32.10317115608472,35.207883133309494
3615,2024-06-19 11:17:23.019,120.574,32.103249,35.207169,191.89583497456863,-12.801741441568392,117.6,97.33259965923776,trajectory,60.0,fixed,67.8963916567,259.2369689839727,-21.46728645198113,32.10317115608472,35.207883133309494
3616,2024-06-19 11:17:23.054,120.608,32.103248,35.20718,192.93310975811767,-12.913060932093707,117.6,97.64771232609536,trajectory,60.0,fixed,67.8963916567,260.22556720502337,-21.94883266207826,32.10316683028151,35.20789361710859
3617,2024-06-19 11:17:23.087,120.641,32.103248,35.20718,192.93310975811767,-12.913060932093707,117.6,97.64771232609536,trajectory,60.0,fixed,67.8963916567,260.22556720502337,-21.94883266207826,32.10316683028151,35.20789361710859
3618,2024-06-19 11:17:23.120,120.674,32.103248,35.20718,192.93310975811767,-12.913060932093707,117.6,97.64771232609536,trajectory,60.0,fixed,67.8963916567,260.22556720502337,-21.94883266207826,32.10316683028151,35.20789361710859
3619,2024-06-19 11:17:23.153,120.708,32.103247,35.20719,193.87608683428948,-13.024380422619023,117.6,97.36713410311353,trajectory,60.0,fixed,67.8963916567,261.21198554321285,-21.730513034842044,32.103168791480094,35.20790407779065
3620,2024-06-19 11:17:23.187,120.741,32.103247,35.20719,193.87608683428948,-13.024380422619023,117.6,97.36713410311353,trajectory,60.0,fixed,67.8963916567,261.21198554321285,-21.730513034842044,32.103168791480094,35.20790407779065
3621,2024-06-19 11:17:23.220,120.775,32.103247,35.20719,193.87608683428948,-13.024380422619023,117.6,97.30548741114092,trajectory,60.0,fixed,67.8963916567,261.2213138226914,-21.658058774319684,32.103169442347784,35.20790417671436
3622,2024-06-19 11:17:23.253,120.808,32.103245,35.207201,194.91336161783852,-13.24701940437777,117.6,97.3325996554446,trajectory,60.0,fixed,67.8963916567,262.25449562781625,-21.91256441033231,32.10316715608476,35.2079151333095
3623,2024-06-19 11:17:23.287,120.841,32.103245,35.207201,194.91336161783852,-13.24701940437777,117.6,97.3325996554446,trajectory,60.0,fixed,67.8963916567,262.25449562781625,-21.91256441033231,32.10316715608476,35.2079151333095
3624,2024-06-19 11:17:23.320,120.875,32.103245,35.207201,194.91336161783852,-13.24701940437777,117.6,97.39881097373092,trajectory,60.0,fixed,67.8963916567,262.24443671404094,-21.990378392178286,32.10316645706987,35.20791502663762
3625,2024-06-19 11:17:23.354,120.908,32.103244,35.207211,195.85633869401033,-13.358338895611201,117.6,97.36713410333425,trajectory,60.0,fixed,67.8963916567,263.19223740290016,-22.064471508093618,32.10316579148008,35.20792507779065
3626,2024-06-19 11:17:23.387,120.941,32.103244,35.207211,195.85633869401033,-13.358338895611201,117.6,97.36713410333425,trajectory,60.0,fixed,67.8963916567,263.19223740290016,-22.064471508093618,32.10316579148008,35.20792507779065
3627,2024-06-19 11:17:23.420,120.975,32.103244,35.207211,195.85633869401033,-13.358338895611201,117.6,97.36713410333425,trajectory,60.0,fixed,67.8963916567,263.19223740290016,-22.064471508093618,32.10316579148008,35.20792507779065
3628,2024-06-19 11:17:23.454,121.008,32.103243,35.207222,196.89361347755937,-13.469658386136517,117.6,97.33259965522598,trajectory,60.0,fixed,67.8963916567,264.2347474875702,-22.13520339183411,32.10316515608476,35.2079361333095
3629,2024-06-19 11:17:23.491,121.041,32.103243,35.207222,196.89361347755937,-13.469658386136517,117.6,97.33259965522598,trajectory,60.0,fixed,67.8963916567,264.2347474875702,-22.13520339183411,32.10316515608476,35.2079361333095
3630,2024-06-19 11:17:23.520,121.075,32.103243,35.207222,196.89361347755937,-13.469658386136517,117.6,97.33259965522598,trajectory,60.0,fixed,67.8963916567,264.2347474875702,-22.13520339183411,32.10316515608476,35.2079361333095
3631,2024-06-19 11:17:23.554,121.108,32.103242,35.207232,197.83659055373118,-13.580977876661834,117.6,97.33259965522598,trajectory,60.0,fixed,67.8963916567,265.177724563742,-22.246522882359425,32.103164156084766,35.2079461333095
3632,2024-06-19 11:17:23.587,121.142,32.103242,35.207232,197.83659055373118,-13.580977876661834,117.6,97.33259965522598,trajectory,60.0,fixed,67.8963916567,265.177724563742,-22.246522882359425,32.103164156084766,35.2079461333095
3633,2024-06-19 11:17:23.620,121.175,32.103242,35.207232,197.83659055373118,-13.580977876661834,117.6,97.33259965522598,trajectory,60.0,fixed,67.8963916567,265.177724563742,-22.246522882359425,32.103164156084766,35.2079461333095
3634,2024-06-19 11:17:23.653,121.208,32.103241,35.207243,198.8738653372802,-13.692297367895264,117.6,97.05011933569926,trajectory,60.0,fixed,67.8963916567,266.2569037167622,-22.025732358897187,32.10316613947978,35.207957577693264
3635,2024-06-19 11:17:23.687,121.242,32.103241,35.207243,198.8738653372802,-13.692297367895264,117.6,97.05011933569926,trajectory,60.0,fixed,67.8963916567,266.2569037167622,-22.025732358897187,32.10316613947978,35.207957577693264
3636,2024-06-19 11:17:23.720,121.275,32.103241,35.207243,198.8738653372802,-13.692297367895264,117.6,97.05011933569926,trajectory,60.0,fixed,67.8963916567,266.2569037167622,-22.025732358897187,32.10316613947978,35.207957577693264
3637,2024-06-19 11:17:23.754,121.308,32.10324,35.207253,199.81684241345198,-13.80361685842058,117.6,97.33259965522598,trajectory,60.0,fixed,67.8963916567,267.15797642346274,-22.46916186411817,32.103162156084764,35.2079671333095
3638,2024-06-19 11:17:23.787,121.342,32.10324,35.207253,199.81684241345198,-13.80361685842058,117.6,97.33259965522598,trajectory,60.0,fixed,67.8963916567,267.15797642346274,-22.46916186411817,32.103162156084764,35.2079671333095
3639,2024-06-19 11:17:23.820,121.375,32.10324,35.207253,199.81684241345198,-13.80361685842058,117.6,97.27293294967865,trajectory,60.0,fixed,67.8963916567,267.1669640362978,-22.399029436527243,32.103162786095076,35.20796722862055
3640,2024-06-19 11:17:23.853,121.408,32.103239,35.207264,200.85411719700105,-13.914936348945895,117.6,97.33259965723187,trajectory,60.0,fixed,67.8963916567,268.19525120670846,-22.580481357001055,32.10316115608474,35.2079781333095
