frame_count,timestamp,start_seconds,drone_latitude,drone_longitude,drone_x_m,drone_y_m,rel_alt_m,heading_deg,heading_source,camera_angle_deg,camera_angle_source,ground_distance_m,ground_x_m,ground_y_m,ground_latitude,ground_longitude
1580,2024-06-19 11:16:15.125,52.68,32.107133,35.205285,14.238953848754582,419.56316079968775,117.5,204.85156799172663,trajectory,60.0,fixed,67.83865662978104,-14.271526500667692,358.00639152466374,32.106580026133194,35.20498265457641
1581,2024-06-19 11:16:15.158,52.713,32.107133,35.205285,14.238953848754582,419.56316079968775,117.5,204.85156799172663,trajectory,60.0,fixed,67.83865662978104,-14.271526500667692,358.00639152466374,32.106580026133194,35.20498265457641
1582,2024-06-19 11:16:15.192,52.747,32.107133,35.205285,14.238953848754582,419.56316079968775,117.5,204.85156799172663,trajectory,60.0,fixed,67.83865662978104,-14.271526500667692,358.00639152466374,32.106580026133194,35.20498265457641
1583,2024-06-19 11:16:15.225,52.78,32.107126,35.205281,13.861763018045927,418.78392436459427,117.5,203.96861236401486,trajectory,60.0,fixed,67.83865662978104,-13.696750030444676,356.7951214088224,32.10656914510861,35.20498874991515
1584,2024-06-19 11:16:15.258,52.814,32.107126,35.205281,13.861763018045927,418.78392436459427,117.5,203.96861236401486,trajectory,60.0,fixed,67.83865662978104,-13.696750030444676,356.7951214088224,32.10656914510861,35.20498874991515
1585,2024-06-19 11:16:15.293,52.847,32.107126,35.205281,13.861763018045927,418.78392436459427,117.5,203.96861236401486,trajectory,60.0,fixed,67.83865662978104,-13.696750030444676,356.7951214088224,32.10656914510861,35.20498874991515
1586,2024-06-19 11:16:15.325,52.88,32.107119,35.205278,13.578869895314353,418.0046879280846,117.5,202.95486131836984,trajectory,60.0,fixed,67.83865662978104,-12.878600770509946,355.53801217772644,32.10655785230425,35.204997426152154
1587,2024-06-19 11:16:15.359,52.914,32.107119,35.205278,13.578869895314353,418.0046879280846,117.5,202.95486131836984,trajectory,60.0,fixed,67.83865662978104,-12.878600770509946,355.53801217772644,32.10655785230425,35.204997426152154
1588,2024-06-19 11:16:15.393,52.947,32.107119,35.205278,13.578869895314353,418.0046879280846,117.5,202.95486131836984,trajectory,60.0,fixed,67.83865662978104,-12.878600770509946,355.53801217772644,32.10655785230425,35.204997426152154
1589,2024-06-19 11:16:15.425,52.98,32.107111,35.205274,13.201679064605699,417.11413200246585,117.6,202.10400822925723,trajectory,60.0,fixed,67.8963916567,-12.346991632537073,354.207968348902,32.10654590431725,35.20500306371378
1590,2024-06-19 11:16:15.459,53.014,32.107111,35.205274,13.201679064605699,417.11413200246585,117.6,202.10400822925723,trajectory,60.0,fixed,67.8963916567,-12.346991632537073,354.207968348902,32.10654590431725,35.20500306371378
1591,2024-06-19 11:16:15.493,53.047,32.107111,35.205274,13.201679064605699,417.11413200246585,117.6,202.10400822925723,trajectory,60.0,fixed,67.8963916567,-12.346991632537073,354.207968348902,32.10654590431725,35.20500306371378
1592,2024-06-19 11:16:15.527,53.08,32.107104,35.205271,12.918785941874127,416.3348955666643,117.6,201.55042307260175,trajectory,60.0,fixed,67.8963916567,-12.020909675644557,353.1848236545475,32.10653671325208,35.205006521718914
1593,2024-06-19 11:16:15.559,53.114,32.107104,35.205271,12.918785941874127,416.3348955666643,117.6,201.55042307260175,trajectory,60.0,fixed,67.8963916567,-12.020909675644557,353.1848236545475,32.10653671325208,35.205006521718914
