subtitle_index,start_time,end_time,start_seconds,end_seconds,frame_count,diff_time_ms,timestamp,iso,shutter,fnum,ev,color_md,focal_len,latitude,longitude,rel_alt,abs_alt,ct
3540,"00:01:58,072","00:01:58,106",118.072,118.106,3540,34,2024-06-19 11:03:29.275,140.0,1/4000.0,170.0,0.0,default,240.0,32.104503,35.212679,119.9,804.941,4732.0
3541,"00:01:58,106","00:01:58,139",118.106,118.139,3541,33,2024-06-19 11:03:29.305,140.0,1/4000.0,170.0,0.0,default,240.0,32.104503,35.212679,119.9,804.941,4731.0
3542,"00:01:58,139","00:01:58,172",118.139,118.172,3542,33,2024-06-19 11:03:29.338,140.0,1/4000.0,170.0,0.0,default,240.0,32.104507,35.212688,119.9,804.941,4731.0
3543,"00:01:58,172","00:01:58,206",118.172,118.206,3543,34,2024-06-19 11:03:29.371,140.0,1/4000.0,170.0,0.0,default,240.0,32.104507,35.212688,119.9,804.941,4730.0
3544,"00:01:58,206","00:01:58,239",118.206,118.239,3544,33,2024-06-19 11:03:29.409,140.0,1/4000.0,170.0,0.0,default,240.0,32.104507,35.212688,119.9,804.941,4730.0
3545,"00:01:58,239","00:01:58,272",118.239,118.272,3545,33,2024-06-19 11:03:29.438,140.0,1/4000.0,170.0,0.0,default,240.0,32.104511,35.212697,119.9,804.941,4729.0
3546,"00:01:58,272","00:01:58,306",118.272,118.306,3546,34,2024-06-19 11:03:29.475,140.0,1/4000.0,170.0,0.0,default,240.0,32.104511,35.212697,119.9,804.941,4729.0
3547,"00:01:58,306","00:01:58,339",118.306,118.339,3547,33,2024-06-19 11:03:29.505,140.0,1/4000.0,170.0,0.0,default,240.0,32.104511,35.212697,119.9,804.941,4728.0
3548,"00:01:58,339","00:01:58,372",118.339,118.372,3548,33,2024-06-19 11:03:29.538,140.0,1/4000.0,170.0,0.0,default,240.0,32.104515,35.212706,119.9,804.941,4728.0
3549,"00:01:58,372","00:01:58,406",118.372,118.406,3549,34,2024-06-19 11:03:29.572,140.0,1/4000.0,170.0,0.0,default,240.0,32.104515,35.212706,119.9,804.941,4728.0
3550,"00:01:58,406","00:01:58,439",118.406,118.439,3550,33,2024-06-19 11:03:29.605,140.0,1/4000.0,170.0,0.0,default,240.0,32.104515,35.212706,119.9,804.941,4728.0
3551,"00:01:58,439","00:01:58,473",118.439,118.473,3551,34,2024-06-19 11:03:29.638,130.0,1/4000.0,170.0,0.0,default,240.0,32.104519,35.212715,120.0,805.041,4726.0
3552,"00:01:58,473","00:01:58,506",118.473,118.506,3552,33,2024-06-19 11:03:29.672,130.0,1/4000.0,170.0,0.0,default,240.0,32.104519,35.212715,120.0,805.041,4726.0
3553,"00:01:58,506","00:01:58,539",118.506,118.539,3553,33,2024-06-19 11:03:29.705,130.0,1/4000.0,170.0,0.0,default,240.0,32.104519,35.212715,120.0,805.041,4725.0
3554,"00:01:58,539","00:01:58,573",118.539,118.573,3554,34,2024-06-19 11:03:29.738,130.0,1/4000.0,170.0,0.0,default,240.0,32.104522,35.212722,120.0,805.041,4725.0
3555,"00:01:58,573","00:01:58,606",118.573,118.606,3555,33,2024-06-19 11:03:29.776,130.0,1/4000.0,170.0,0.0,default,240.0,32.104522,35.212722,120.0,805.041,4724.0
3556,"00:01:58,606","00:01:58,639",118.606,118.639,3556,33,2024-06-19 11:03:29.805,130.0,1/4000.0,170.0,0.0,default,240.0,32.104522,35.212722,120.0,805.041,4724.0
3557,"00:01:58,639","00:01:58,673",118.639,118.673,3557,34,2024-06-19 11:03:29.838,130.0,1/4000.0,170.0,0.0,default,240.0,32.104525,35.21273,120.0,805.041,4723.0
3558,"00:01:58,673","00:01:58,706",118.673,118.706,3558,33,2024-06-19 11:03:29.872,130.0,1/4000.0,170.0,0.0,default,240.0,32.104525,35.21273,120.0,805.041,4723.0
3559,"00:01:58,706","00:01:58,739",118.706,118.739,3559,33,2024-06-19 11:03:29.905,130.0,1/4000.0,170.0,0.0,default,240.0,32.104525,35.21273,120.0,805.041,4722.0
3560,"00:01:58,739","00:01:58,773",118.739,118.773,3560,34,2024-06-19 11:03:29.938,130.0,1/4000.0,170.0,0.0,default,240.0,32.104528,35.212737,120.0,805.041,4722.0
3561,"00:01:58,773","00:01:58,806",118.773,118.806,3561,33,2024-06-19 11:03:29.972,130.0,1/4000.0,170.0,0.0,default,240.0,32.104528,35.212737,120.0,805.041,4720.0
3562,"00:01:58,806","00:01:58,840",118.806,118.84,3562,34,2024-06-19 11:03:30.005,130.0,1/4000.0,170.0,0.0,default,240.0,32.104528,35.212737,120.0,805.041,4720.0
3563,"00:01:58,840","00:01:58,873",118.84,118.873,3563,33,2024-06-19 11:03:30.038,130.0,1/4000.0,170.0,0.0,default,240.0,32.104531,35.212743,120.0,805.041,4718.0
3564,"00:01:58,873","00:01:58,906",118.873,118.906,3564,33,2024-06-19 11:03:30.072,130.0,1/4000.0,170.0,0.0,default,240.0,32.104531,35.212743,120.0,805.041,4718.0
3565,"00:01:58,906","00:01:58,940",118.906,118.94,3565,34,2024-06-19 11:03:30.105,130.0,1/4000.0,170.0,0.0,default,240.0,32.104531,35.212743,120.0,805.041,4716.0
3566,"00:01:58,940","00:01:58,973",118.94,118.973,3566,33,2024-06-19 11:03:30.139,130.0,1/4000.0,170.0,0.0,default,240.0,32.104533,35.212749,120.0,805.041,4716.0
3567,"00:01:58,973","00:01:59,006",118.973,119.006,3567,33,2024-06-19 11:03:30.172,130.0,1/4000.0,170.0,0.0,default,240.0,32.104533,35.212749,120.0,805.041,4715.0
3568,"00:01:59,006","00:01:59,040",119.006,119.04,3568,34,2024-06-19 11:03:30.205,130.0,1/4000.0,170.0,0.0,default,240.0,32.104533,35.212749,120.0,805.041,4715.0
3569,"00:01:59,040","00:01:59,073",119.04,119.073,3569,33,2024-06-19 11:03:30.239,130.0,1/4000.0,170.0,0.0,default,240.0,32.104536,35.212754,120.0,805.041,4713.0
3570,"00:01:59,073","00:01:59,106",119.073,119.106,3570,33,2024-06-19 11:03:30.276,130.0,1/4000.0,170.0,0.0,default,240.0,32.104536,35.212754,120.0,805.041,4713.0
3571,"00:01:59,106","00:01:59,140",119.106,119.14,3571,34,2024-06-19 11:03:30.306,130.0,1/4000.0,170.0,0.0,default,240.0,32.104536,35.212754,120.0,805.041,4712.0
3572,"00:01:59,140","00:01:59,173",119.14,119.173,3572,33,2024-06-19 11:03:30.339,130.0,1/4000.0,170.0,0.0,default,240.0,32.104538,35.212759,119.9,804.941,4712.0
3573,"00:01:59,173","00:01:59,207",119.173,119.207,3573,34,2024-06-19 11:03:30.372,130.0,1/4000.0,170.0,0.0,default,240.0,32.104538,35.212759,119.9,804.941,4710.0
3574,"00:01:59,207","00:01:59,240",119.207,119.24,3574,33,2024-06-19 11:03:30.409,130.0,1/4000.0,170.0,0.0,default,240.0,32.104538,35.212759,119.9,804.941,4710.0
3575,"00:01:59,240","00:01:59,273",119.24,119.273,3575,33,2024-06-19 11:03:30.439,130.0,1/4000.0,170.0,0.0,default,240.0,32.104539,35.212763,119.9,804.941,4709.0
3576,"00:01:59,273","00:01:59,307",119.273,119.307,3576,34,2024-06-19 11:03:30.472,130.0,1/4000.0,170.0,0.0,default,240.0,32.104539,35.212763,119.9,804.941,4709.0
3577,"00:01:59,307","00:01:59,340",119.307,119.34,3577,33,2024-06-19 11:03:30.509,130.0,1/4000.0,170.0,0.0,default,240.0,32.104539,35.212763,119.9,804.941,4708.0
3578,"00:01:59,340","00:01:59,373",119.34,119.373,3578,33,2024-06-19 11:03:30.539,130.0,1/4000.0,170.0,0.0,default,240.0,32.104541,35.212766,119.9,804.941,4708.0
3579,"00:01:59,373","00:01:59,407",119.373,119.407,3579,34,2024-06-19 11:03:30.573,130.0,1/4000.0,170.0,0.0,default,240.0,32.104541,35.212766,119.9,804.941,4707.0
3580,"00:01:59,407","00:01:59,440",119.407,119.44,3580,33,2024-06-19 11:03:30.606,130.0,1/4000.0,170.0,0.0,default,240.0,32.104541,35.212766,119.9,804.941,4707.0
3581,"00:01:59,440","00:01:59,473",119.44,119.473,3581,33,2024-06-19 11:03:30.639,130.0,1/4000.0,170.0,0.0,default,240.0,32.104542,35.212769,119.9,804.941,4706.0
3582,"00:01:59,473","00:01:59,507",119.473,119.507,3582,34,2024-06-19 11:03:30.673,130.0,1/4000.0,170.0,0.0,default,240.0,32.104542,35.212769,119.9,804.941,4706.0
3583,"00:01:59,507","00:01:59,540",119.507,119.54,3583,33,2024-06-19 11:03:30.706,130.0,1/4000.0,170.0,0.0,default,240.0,32.104542,35.212769,119.9,804.941,4705.0
3584,"00:01:59,540","00:01:59,574",119.54,119.574,3584,34,2024-06-19 11:03:30.739,130.0,1/4000.0,170.0,0.0,default,240.0,32.104543,35.212772,119.9,804.941,4705.0
3585,"00:01:59,574","00:01:59,607",119.574,119.607,3585,33,2024-06-19 11:03:30.773,130.0,1/4000.0,170.0,0.0,default,240.0,32.104543,35.212772,119.9,804.941,4703.0
3586,"00:01:59,607","00:01:59,640",119.607,119.64,3586,33,2024-06-19 11:03:30.809,130.0,1/4000.0,170.0,0.0,default,240.0,32.104543,35.212772,119.9,804.941,4703.0
3587,"00:01:59,640","00:01:59,674",119.64,119.674,3587,34,2024-06-19 11:03:30.839,130.0,1/4000.0,170.0,0.0,default,240.0,32.104544,35.212774,119.9,804.941,4702.0
3588,"00:01:59,674","00:01:59,707",119.674,119.707,3588,33,2024-06-19 11:03:30.873,130.0,1/4000.0,170.0,0.0,default,240.0,32.104544,35.212774,119.9,804.941,4702.0
3589,"00:01:59,707","00:01:59,740",119.707,119.74,3589,33,2024-06-19 11:03:30.906,130.0,1/4000.0,170.0,0.0,default,240.0,32.104544,35.212774,119.9,804.941,4701.0
3590,"00:01:59,740","00:01:59,774",119.74,119.774,3590,34,2024-06-19 11:03:30.939,130.0,1/4000.0,170.0,0.0,default,240.0,32.104544,35.212775,119.9,804.941,4701.0
3591,"00:01:59,774","00:01:59,807",119.774,119.807,3591,33,2024-06-19 11:03:30.973,130.0,1/4000.0,170.0,0.0,default,240.0,32.104544,35.212775,119.9,804.941,4700.0
3592,"00:01:59,807","00:01:59,840",119.807,119.84,3592,33,2024-06-19 11:03:31.006,130.0,1/4000.0,170.0,0.0,default,240.0,32.104544,35.212775,119.9,804.941,4700.0
3593,"00:01:59,840","00:01:59,874",119.84,119.874,3593,34,2024-06-19 11:03:31.039,130.0,1/4000.0,170.0,0.0,default,240.0,32.104545,35.212776,119.9,804.941,4698.0
3594,"00:01:59,874","00:01:59,907",119.874,119.907,3594,33,2024-06-19 11:03:31.073,130.0,1/4000.0,170.0,0.0,default,240.0,32.104545,35.212776,119.9,804.941,4698.0
3595,"00:01:59,907","00:01:59,941",119.907,119.941,3595,34,2024-06-19 11:03:31.106,130.0,1/4000.0,170.0,0.0,default,240.0,32.104545,35.212776,119.9,804.941,4697.0
3596,"00:01:59,941","00:01:59,974",119.941,119.974,3596,33,2024-06-19 11:03:31.139,130.0,1/4000.0,170.0,0.0,default,240.0,32.104545,35.212777,119.9,804.941,4697.0
3597,"00:01:59,974","00:02:00,007",119.974,120.007,3597,33,2024-06-19 11:03:31.173,130.0,1/4000.0,170.0,0.0,default,240.0,32.104545,35.212777,119.9,804.941,4696.0
3598,"00:02:00,007","00:02:00,041",120.007,120.041,3598,34,2024-06-19 11:03:31.206,130.0,1/4000.0,170.0,0.0,default,240.0,32.104545,35.212777,119.9,804.941,4696.0
3599,"00:02:00,041","00:02:00,074",120.041,120.074,3599,33,2024-06-19 11:03:31.240,130.0,1/4000.0,170.0,0.0,default,240.0,32.104545,35.212778,119.9,804.941,4694.0
3600,"00:02:00,074","00:02:00,107",120.074,120.107,3600,33,2024-06-19 11:03:31.273,130.0,1/4000.0,170.0,0.0,default,240.0,32.104545,35.212778,119.9,804.941,4694.0
3601,"00:02:00,107","00:02:00,141",120.107,120.141,3601,34,2024-06-19 11:03:31.306,130.0,1/4000.0,170.0,0.0,default,240.0,32.104545,35.212778,119.9,804.941,4693.0
3602,"00:02:00,141","00:02:00,174",120.141,120.174,3602,33,2024-06-19 11:03:31.339,130.0,1/4000.0,170.0,0.0,default,240.0,32.104545,35.212778,119.9,804.941,4693.0
3603,"00:02:00,174","00:02:00,207",120.174,120.207,3603,33,2024-06-19 11:03:31.377,130.0,1/4000.0,170.0,0.0,default,240.0,32.104545,35.212778,119.9,804.941,4691.0
3604,"00:02:00,207","00:02:00,241",120.207,120.241,3604,34,2024-06-19 11:03:31.406,130.0,1/4000.0,170.0,0.0,default,240.0,32.104545,35.212778,119.9,804.941,4691.0
3605,"00:02:00,241","00:02:00,274",120.241,120.274,3605,33,2024-06-19 11:03:31.440,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212779,119.9,804.941,4690.0
3606,"00:02:00,274","00:02:00,308",120.274,120.308,3606,34,2024-06-19 11:03:31.474,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212779,119.9,804.941,4690.0
3607,"00:02:00,308","00:02:00,341",120.308,120.341,3607,33,2024-06-19 11:03:31.506,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212779,119.9,804.941,4688.0
3608,"00:02:00,341","00:02:00,374",120.341,120.374,3608,33,2024-06-19 11:03:31.540,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212779,119.9,804.941,4688.0
3609,"00:02:00,374","00:02:00,408",120.374,120.408,3609,34,2024-06-19 11:03:31.574,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212779,119.9,804.941,4687.0
3610,"00:02:00,408","00:02:00,441",120.408,120.441,3610,33,2024-06-19 11:03:31.607,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212779,119.9,804.941,4687.0
3611,"00:02:00,441","00:02:00,474",120.441,120.474,3611,33,2024-06-19 11:03:31.640,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212779,119.9,804.941,4686.0
3612,"00:02:00,474","00:02:00,508",120.474,120.508,3612,34,2024-06-19 11:03:31.674,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212779,119.9,804.941,4686.0
3613,"00:02:00,508","00:02:00,541",120.508,120.541,3613,33,2024-06-19 11:03:31.707,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212779,119.9,804.941,4684.0
3614,"00:02:00,541","00:02:00,574",120.541,120.574,3614,33,2024-06-19 11:03:31.740,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212779,120.0,805.041,4684.0
3615,"00:02:00,574","00:02:00,608",120.574,120.608,3615,34,2024-06-19 11:03:31.774,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212779,120.0,805.041,4684.0
3616,"00:02:00,608","00:02:00,641",120.608,120.641,3616,33,2024-06-19 11:03:31.807,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212779,120.0,805.041,4683.0
3617,"00:02:00,641","00:02:00,675",120.641,120.675,3617,34,2024-06-19 11:03:31.840,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212779,120.0,805.041,4683.0
3618,"00:02:00,675","00:02:00,708",120.675,120.708,3618,33,2024-06-19 11:03:31.874,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212779,120.0,805.041,4682.0
3619,"00:02:00,708","00:02:00,741",120.708,120.741,3619,33,2024-06-19 11:03:31.907,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212779,120.0,805.041,4682.0
3620,"00:02:00,741","00:02:00,775",120.741,120.775,3620,34,2024-06-19 11:03:31.940,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.21278,120.0,805.041,4681.0
3621,"00:02:00,775","00:02:00,808",120.775,120.808,3621,33,2024-06-19 11:03:31.974,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.21278,120.0,805.041,4681.0
3622,"00:02:00,808","00:02:00,841",120.808,120.841,3622,33,2024-06-19 11:03:32.007,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.21278,120.0,805.041,4680.0
3623,"00:02:00,841","00:02:00,875",120.841,120.875,3623,34,2024-06-19 11:03:32.040,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.21278,120.0,805.041,4680.0
3624,"00:02:00,875","00:02:00,908",120.875,120.908,3624,33,2024-06-19 11:03:32.075,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.21278,120.0,805.041,4679.0
3625,"00:02:00,908","00:02:00,941",120.908,120.941,3625,33,2024-06-19 11:03:32.107,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.21278,120.0,805.041,4679.0
3626,"00:02:00,941","00:02:00,975",120.941,120.975,3626,34,2024-06-19 11:03:32.140,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.21278,120.0,805.041,4678.0
3627,"00:02:00,975","00:02:01,008",120.975,121.008,3627,33,2024-06-19 11:03:32.175,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.21278,120.0,805.041,4678.0
3628,"00:02:01,008","00:02:01,042",121.008,121.042,3628,34,2024-06-19 11:03:32.211,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.21278,120.0,805.041,4677.0
3629,"00:02:01,042","00:02:01,075",121.042,121.075,3629,33,2024-06-19 11:03:32.240,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.21278,120.0,805.041,4677.0
3630,"00:02:01,075","00:02:01,108",121.075,121.108,3630,33,2024-06-19 11:03:32.274,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.21278,120.0,805.041,4677.0
3631,"00:02:01,108","00:02:01,142",121.108,121.142,3631,34,2024-06-19 11:03:32.307,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.21278,120.0,805.041,4676.0
3632,"00:02:01,142","00:02:01,175",121.142,121.175,3632,33,2024-06-19 11:03:32.340,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.21278,120.0,805.041,4676.0
3633,"00:02:01,175","00:02:01,208",121.175,121.208,3633,33,2024-06-19 11:03:32.378,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.21278,120.0,805.041,4675.0
3634,"00:02:01,208","00:02:01,242",121.208,121.242,3634,34,2024-06-19 11:03:32.407,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.21278,120.0,805.041,4675.0
3635,"00:02:01,242","00:02:01,275",121.242,121.275,3635,33,2024-06-19 11:03:32.440,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4675.0
3636,"00:02:01,275","00:02:01,308",121.275,121.308,3636,33,2024-06-19 11:03:32.474,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4675.0
3637,"00:02:01,308","00:02:01,342",121.308,121.342,3637,34,2024-06-19 11:03:32.508,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4674.0
3638,"00:02:01,342","00:02:01,375",121.342,121.375,3638,33,2024-06-19 11:03:32.541,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4674.0
3639,"00:02:01,375","00:02:01,408",121.375,121.408,3639,33,2024-06-19 11:03:32.575,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4674.0
3640,"00:02:01,408","00:02:01,442",121.408,121.442,3640,34,2024-06-19 11:03:32.607,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4674.0
3641,"00:02:01,442","00:02:01,475",121.442,121.475,3641,33,2024-06-19 11:03:32.641,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4674.0
3642,"00:02:01,475","00:02:01,509",121.475,121.509,3642,34,2024-06-19 11:03:32.675,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4674.0
3643,"00:02:01,509","00:02:01,542",121.509,121.542,3643,33,2024-06-19 11:03:32.708,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4673.0
3644,"00:02:01,542","00:02:01,575",121.542,121.575,3644,33,2024-06-19 11:03:32.741,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4673.0
3645,"00:02:01,575","00:02:01,609",121.575,121.609,3645,34,2024-06-19 11:03:32.775,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4673.0
3646,"00:02:01,609","00:02:01,642",121.609,121.642,3646,33,2024-06-19 11:03:32.808,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4673.0
3647,"00:02:01,642","00:02:01,675",121.642,121.675,3647,33,2024-06-19 11:03:32.841,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4673.0
3648,"00:02:01,675","00:02:01,709",121.675,121.709,3648,34,2024-06-19 11:03:32.875,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4673.0
3649,"00:02:01,709","00:02:01,742",121.709,121.742,3649,33,2024-06-19 11:03:32.908,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4673.0
3650,"00:02:01,742","00:02:01,775",121.742,121.775,3650,33,2024-06-19 11:03:32.941,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4672.0
3651,"00:02:01,775","00:02:01,809",121.775,121.809,3651,34,2024-06-19 11:03:32.975,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4672.0
3652,"00:02:01,809","00:02:01,842",121.809,121.842,3652,33,2024-06-19 11:03:33.008,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4672.0
3653,"00:02:01,842","00:02:01,876",121.842,121.876,3653,34,2024-06-19 11:03:33.041,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4672.0
3654,"00:02:01,876","00:02:01,909",121.876,121.909,3654,33,2024-06-19 11:03:33.075,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4671.0
3655,"00:02:01,909","00:02:01,942",121.909,121.942,3655,33,2024-06-19 11:03:33.108,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4671.0
3656,"00:02:01,942","00:02:01,976",121.942,121.976,3656,34,2024-06-19 11:03:33.141,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4671.0
3657,"00:02:01,976","00:02:02,009",121.976,122.009,3657,33,2024-06-19 11:03:33.175,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4671.0
3658,"00:02:02,009","00:02:02,042",122.009,122.042,3658,33,2024-06-19 11:03:33.208,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4671.0
3659,"00:02:02,042","00:02:02,076",122.042,122.076,3659,34,2024-06-19 11:03:33.241,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4671.0
3660,"00:02:02,076","00:02:02,109",122.076,122.109,3660,33,2024-06-19 11:03:33.275,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4671.0
3661,"00:02:02,109","00:02:02,142",122.109,122.142,3661,33,2024-06-19 11:03:33.308,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4671.0
3662,"00:02:02,142","00:02:02,176",122.142,122.176,3662,34,2024-06-19 11:03:33.341,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4671.0
3663,"00:02:02,176","00:02:02,209",122.176,122.209,3663,33,2024-06-19 11:03:33.375,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4671.0
3664,"00:02:02,209","00:02:02,243",122.209,122.243,3664,34,2024-06-19 11:03:33.408,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4671.0
3665,"00:02:02,243","00:02:02,276",122.243,122.276,3665,33,2024-06-19 11:03:33.441,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4671.0
3666,"00:02:02,276","00:02:02,309",122.276,122.309,3666,33,2024-06-19 11:03:33.475,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4672.0
3667,"00:02:02,309","00:02:02,343",122.309,122.343,3667,34,2024-06-19 11:03:33.508,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4672.0
3668,"00:02:02,343","00:02:02,376",122.343,122.376,3668,33,2024-06-19 11:03:33.542,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4672.0
3669,"00:02:02,376","00:02:02,409",122.376,122.409,3669,33,2024-06-19 11:03:33.575,130.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4672.0
3670,"00:02:02,409","00:02:02,443",122.409,122.443,3670,34,2024-06-19 11:03:33.608,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4672.0
3671,"00:02:02,443","00:02:02,476",122.443,122.476,3671,33,2024-06-19 11:03:33.643,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4672.0
3672,"00:02:02,476","00:02:02,509",122.476,122.509,3672,33,2024-06-19 11:03:33.675,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4672.0
3673,"00:02:02,509","00:02:02,543",122.509,122.543,3673,34,2024-06-19 11:03:33.709,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4672.0
3674,"00:02:02,543","00:02:02,576",122.543,122.576,3674,33,2024-06-19 11:03:33.742,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4672.0
3675,"00:02:02,576","00:02:02,610",122.576,122.61,3675,34,2024-06-19 11:03:33.775,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4673.0
3676,"00:02:02,610","00:02:02,643",122.61,122.643,3676,33,2024-06-19 11:03:33.809,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4673.0
3677,"00:02:02,643","00:02:02,676",122.643,122.676,3677,33,2024-06-19 11:03:33.842,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4674.0
3678,"00:02:02,676","00:02:02,710",122.676,122.71,3678,34,2024-06-19 11:03:33.876,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4674.0
3679,"00:02:02,710","00:02:02,743",122.71,122.743,3679,33,2024-06-19 11:03:33.909,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4674.0
3680,"00:02:02,743","00:02:02,776",122.743,122.776,3680,33,2024-06-19 11:03:33.942,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4674.0
3681,"00:02:02,776","00:02:02,810",122.776,122.81,3681,34,2024-06-19 11:03:33.975,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4674.0
3682,"00:02:02,810","00:02:02,843",122.81,122.843,3682,33,2024-06-19 11:03:34.010,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4675.0
3683,"00:02:02,843","00:02:02,876",122.843,122.876,3683,33,2024-06-19 11:03:34.042,140.0,1/4000.0,170.0,0.0,default,240.0,32.104546,35.212781,120.0,805.041,4675.0
