subtitle_index,start_time,end_time,start_seconds,end_seconds,frame_count,diff_time_ms,timestamp,iso,shutter,fnum,ev,color_md,focal_len,latitude,longitude,rel_alt,abs_alt,ct
1,"00:00:00,000","00:00:00,033",0.0,0.033,1,33,2024-06-19 11:01:31.198,110.0,1/3000.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5146.0
2,"00:00:00,033","00:00:00,066",0.033,0.066,2,33,2024-06-19 11:01:31.235,110.0,1/3000.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5146.0
3,"00:00:00,066","00:00:00,100",0.066,0.1,3,34,2024-06-19 11:01:31.268,110.0,1/3000.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5147.0
4,"00:00:00,100","00:00:00,133",0.1,0.133,4,33,2024-06-19 11:01:31.298,100.0,1/3000.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5147.0
5,"00:00:00,133","00:00:00,166",0.133,0.166,5,33,2024-06-19 11:01:31.335,110.0,1/3000.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5147.0
6,"00:00:00,166","00:00:00,200",0.166,0.2,6,34,2024-06-19 11:01:31.369,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5147.0
7,"00:00:00,200","00:00:00,233",0.2,0.233,7,33,2024-06-19 11:01:31.398,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5147.0
8,"00:00:00,233","00:00:00,266",0.233,0.266,8,33,2024-06-19 11:01:31.435,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5147.0
9,"00:00:00,266","00:00:00,300",0.266,0.3,9,34,2024-06-19 11:01:31.469,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5147.0
10,"00:00:00,300","00:00:00,333",0.3,0.333,10,33,2024-06-19 11:01:31.499,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5147.0
11,"00:00:00,333","00:00:00,366",0.333,0.366,11,33,2024-06-19 11:01:31.532,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5147.0
12,"00:00:00,366","00:00:00,400",0.366,0.4,12,34,2024-06-19 11:01:31.565,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5147.0
13,"00:00:00,400","00:00:00,433",0.4,0.433,13,33,2024-06-19 11:01:31.599,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5147.0
14,"00:00:00,433","00:00:00,467",0.433,0.467,14,34,2024-06-19 11:01:31.632,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5147.0
15,"00:00:00,467","00:00:00,500",0.467,0.5,15,33,2024-06-19 11:01:31.669,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5148.0
16,"00:00:00,500","00:00:00,533",0.5,0.533,16,33,2024-06-19 11:01:31.699,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5148.0
17,"00:00:00,533","00:00:00,567",0.533,0.567,17,34,2024-06-19 11:01:31.736,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5148.0
18,"00:00:00,567","00:00:00,600",0.567,0.6,18,33,2024-06-19 11:01:31.769,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5148.0
19,"00:00:00,600","00:00:00,633",0.6,0.633,19,33,2024-06-19 11:01:31.799,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5148.0
20,"00:00:00,633","00:00:00,667",0.633,0.667,20,34,2024-06-19 11:01:31.832,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5148.0
21,"00:00:00,667","00:00:00,700",0.667,0.7,21,33,2024-06-19 11:01:31.865,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5149.0
22,"00:00:00,700","00:00:00,733",0.7,0.733,22,33,2024-06-19 11:01:31.899,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5149.0
23,"00:00:00,733","00:00:00,767",0.733,0.767,23,34,2024-06-19 11:01:31.932,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5149.0
24,"00:00:00,767","00:00:00,800",0.767,0.8,24,33,2024-06-19 11:01:31.966,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5149.0
25,"00:00:00,800","00:00:00,834",0.8,0.834,25,34,2024-06-19 11:01:31.999,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5150.0
26,"00:00:00,834","00:00:00,867",0.834,0.867,26,33,2024-06-19 11:01:32.032,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5150.0
27,"00:00:00,867","00:00:00,900",0.867,0.9,27,33,2024-06-19 11:01:32.066,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5150.0
28,"00:00:00,900","00:00:00,934",0.9,0.934,28,34,2024-06-19 11:01:32.099,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5150.0
29,"00:00:00,934","00:00:00,967",0.934,0.967,29,33,2024-06-19 11:01:32.132,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5151.0
30,"00:00:00,967","00:00:01,000",0.967,1.0,30,33,2024-06-19 11:01:32.166,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5151.0
31,"00:00:01,000","00:00:01,034",1.0,1.034,31,34,2024-06-19 11:01:32.199,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5151.0
32,"00:00:01,034","00:00:01,067",1.034,1.067,32,33,2024-06-19 11:01:32.232,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5151.0
33,"00:00:01,067","00:00:01,100",1.067,1.1,33,33,2024-06-19 11:01:32.266,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5152.0
34,"00:00:01,100","00:00:01,134",1.1,1.134,34,34,2024-06-19 11:01:32.299,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5152.0
35,"00:00:01,134","00:00:01,167",1.134,1.167,35,33,2024-06-19 11:01:32.333,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5152.0
36,"00:00:01,167","00:00:01,201",1.167,1.201,36,34,2024-06-19 11:01:32.366,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5152.0
37,"00:00:01,201","00:00:01,234",1.201,1.234,37,33,2024-06-19 11:01:32.399,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
38,"00:00:01,234","00:00:01,267",1.234,1.267,38,33,2024-06-19 11:01:32.438,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
39,"00:00:01,267","00:00:01,301",1.267,1.301,39,34,2024-06-19 11:01:32.466,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
40,"00:00:01,301","00:00:01,334",1.301,1.334,40,33,2024-06-19 11:01:32.499,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
41,"00:00:01,334","00:00:01,367",1.334,1.367,41,33,2024-06-19 11:01:32.533,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
42,"00:00:01,367","00:00:01,401",1.367,1.401,42,34,2024-06-19 11:01:32.566,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
43,"00:00:01,401","00:00:01,434",1.401,1.434,43,33,2024-06-19 11:01:32.600,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
44,"00:00:01,434","00:00:01,467",1.434,1.467,44,33,2024-06-19 11:01:32.633,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
45,"00:00:01,467","00:00:01,501",1.467,1.501,45,34,2024-06-19 11:01:32.666,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
46,"00:00:01,501","00:00:01,534",1.501,1.534,46,33,2024-06-19 11:01:32.700,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
47,"00:00:01,534","00:00:01,568",1.534,1.568,47,34,2024-06-19 11:01:32.733,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
48,"00:00:01,568","00:00:01,601",1.568,1.601,48,33,2024-06-19 11:01:32.766,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
49,"00:00:01,601","00:00:01,634",1.601,1.634,49,33,2024-06-19 11:01:32.800,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
50,"00:00:01,634","00:00:01,668",1.634,1.6680000000000001,50,34,2024-06-19 11:01:32.833,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
51,"00:00:01,668","00:00:01,701",1.6680000000000001,1.701,51,33,2024-06-19 11:01:32.866,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
52,"00:00:01,701","00:00:01,734",1.701,1.734,52,33,2024-06-19 11:01:32.900,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
53,"00:00:01,734","00:00:01,768",1.734,1.768,53,34,2024-06-19 11:01:32.933,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
54,"00:00:01,768","00:00:01,801",1.768,1.8010000000000002,54,33,2024-06-19 11:01:32.967,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
55,"00:00:01,801","00:00:01,834",1.8010000000000002,1.834,55,33,2024-06-19 11:01:33.000,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
56,"00:00:01,834","00:00:01,868",1.834,1.8679999999999999,56,34,2024-06-19 11:01:33.033,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5153.0
57,"00:00:01,868","00:00:01,901",1.8679999999999999,1.901,57,33,2024-06-19 11:01:33.067,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5154.0
58,"00:00:01,901","00:00:01,935",1.901,1.935,58,34,2024-06-19 11:01:33.100,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5154.0
59,"00:00:01,935","00:00:01,968",1.935,1.968,59,33,2024-06-19 11:01:33.134,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5154.0
60,"00:00:01,968","00:00:02,001",1.968,2.001,60,33,2024-06-19 11:01:33.167,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5154.0
61,"00:00:02,001","00:00:02,035",2.001,2.035,61,34,2024-06-19 11:01:33.200,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
62,"00:00:02,035","00:00:02,068",2.035,2.068,62,33,2024-06-19 11:01:33.233,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
63,"00:00:02,068","00:00:02,101",2.068,2.101,63,33,2024-06-19 11:01:33.267,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
64,"00:00:02,101","00:00:02,135",2.101,2.135,64,34,2024-06-19 11:01:33.300,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
65,"00:00:02,135","00:00:02,168",2.135,2.168,65,33,2024-06-19 11:01:33.334,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
66,"00:00:02,168","00:00:02,201",2.168,2.201,66,33,2024-06-19 11:01:33.367,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
67,"00:00:02,201","00:00:02,235",2.201,2.235,67,34,2024-06-19 11:01:33.400,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
68,"00:00:02,235","00:00:02,268",2.235,2.268,68,33,2024-06-19 11:01:33.434,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
69,"00:00:02,268","00:00:02,302",2.268,2.302,69,34,2024-06-19 11:01:33.467,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
70,"00:00:02,302","00:00:02,335",2.302,2.335,70,33,2024-06-19 11:01:33.500,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
71,"00:00:02,335","00:00:02,368",2.335,2.368,71,33,2024-06-19 11:01:33.534,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
72,"00:00:02,368","00:00:02,402",2.368,2.402,72,34,2024-06-19 11:01:33.567,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
73,"00:00:02,402","00:00:02,435",2.402,2.435,73,33,2024-06-19 11:01:33.601,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
74,"00:00:02,435","00:00:02,468",2.435,2.468,74,33,2024-06-19 11:01:33.635,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
75,"00:00:02,468","00:00:02,502",2.468,2.502,75,34,2024-06-19 11:01:33.668,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
76,"00:00:02,502","00:00:02,535",2.502,2.535,76,33,2024-06-19 11:01:33.701,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
77,"00:00:02,535","00:00:02,568",2.535,2.568,77,33,2024-06-19 11:01:33.735,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
78,"00:00:02,568","00:00:02,602",2.568,2.602,78,34,2024-06-19 11:01:33.767,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
79,"00:00:02,602","00:00:02,635",2.602,2.635,79,33,2024-06-19 11:01:33.801,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
80,"00:00:02,635","00:00:02,669",2.635,2.669,80,34,2024-06-19 11:01:33.834,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
81,"00:00:02,669","00:00:02,702",2.669,2.702,81,33,2024-06-19 11:01:33.868,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
82,"00:00:02,702","00:00:02,735",2.702,2.735,82,33,2024-06-19 11:01:33.901,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
83,"00:00:02,735","00:00:02,769",2.735,2.769,83,34,2024-06-19 11:01:33.934,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
84,"00:00:02,769","00:00:02,802",2.769,2.802,84,33,2024-06-19 11:01:33.968,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
85,"00:00:02,802","00:00:02,835",2.802,2.835,85,33,2024-06-19 11:01:34.001,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
86,"00:00:02,835","00:00:02,869",2.835,2.8689999999999998,86,34,2024-06-19 11:01:34.034,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
87,"00:00:02,869","00:00:02,902",2.8689999999999998,2.902,87,33,2024-06-19 11:01:34.068,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
88,"00:00:02,902","00:00:02,935",2.902,2.935,88,33,2024-06-19 11:01:34.101,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
89,"00:00:02,935","00:00:02,969",2.935,2.969,89,34,2024-06-19 11:01:34.134,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
90,"00:00:02,969","00:00:03,002",2.969,3.002,90,33,2024-06-19 11:01:34.168,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
91,"00:00:03,002","00:00:03,036",3.002,3.036,91,34,2024-06-19 11:01:34.201,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
92,"00:00:03,036","00:00:03,069",3.036,3.069,92,33,2024-06-19 11:01:34.235,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
93,"00:00:03,069","00:00:03,102",3.069,3.102,93,33,2024-06-19 11:01:34.268,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
94,"00:00:03,102","00:00:03,136",3.102,3.136,94,34,2024-06-19 11:01:34.301,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5155.0
95,"00:00:03,136","00:00:03,169",3.136,3.169,95,33,2024-06-19 11:01:34.334,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5156.0
96,"00:00:03,169","00:00:03,202",3.169,3.202,96,33,2024-06-19 11:01:34.368,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5156.0
97,"00:00:03,202","00:00:03,236",3.202,3.2359999999999998,97,34,2024-06-19 11:01:34.401,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5156.0
98,"00:00:03,236","00:00:03,269",3.2359999999999998,3.269,98,33,2024-06-19 11:01:34.435,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5156.0
99,"00:00:03,269","00:00:03,302",3.269,3.302,99,33,2024-06-19 11:01:34.468,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5156.0
100,"00:00:03,302","00:00:03,336",3.302,3.336,100,34,2024-06-19 11:01:34.502,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5156.0
101,"00:00:03,336","00:00:03,369",3.336,3.3689999999999998,101,33,2024-06-19 11:01:34.535,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5156.0
102,"00:00:03,369","00:00:03,403",3.3689999999999998,3.403,102,34,2024-06-19 11:01:34.568,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5156.0
103,"00:00:03,403","00:00:03,436",3.403,3.436,103,33,2024-06-19 11:01:34.601,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5156.0
104,"00:00:03,436","00:00:03,469",3.436,3.469,104,33,2024-06-19 11:01:34.635,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5156.0
105,"00:00:03,469","00:00:03,503",3.469,3.503,105,34,2024-06-19 11:01:34.668,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5157.0
106,"00:00:03,503","00:00:03,536",3.503,3.536,106,33,2024-06-19 11:01:34.702,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5157.0
107,"00:00:03,536","00:00:03,569",3.536,3.569,107,33,2024-06-19 11:01:34.735,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5157.0
108,"00:00:03,569","00:00:03,603",3.569,3.6029999999999998,108,34,2024-06-19 11:01:34.768,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5157.0
109,"00:00:03,603","00:00:03,636",3.6029999999999998,3.636,109,33,2024-06-19 11:01:34.802,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5158.0
110,"00:00:03,636","00:00:03,669",3.636,3.669,110,33,2024-06-19 11:01:34.835,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5158.0
111,"00:00:03,669","00:00:03,703",3.669,3.703,111,34,2024-06-19 11:01:34.869,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5159.0
112,"00:00:03,703","00:00:03,736",3.703,3.7359999999999998,112,33,2024-06-19 11:01:34.902,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.0,685.041,5159.0
113,"00:00:03,736","00:00:03,770",3.7359999999999998,3.77,113,34,2024-06-19 11:01:34.935,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.1,685.141,5161.0
114,"00:00:03,770","00:00:03,803",3.77,3.803,114,33,2024-06-19 11:01:34.969,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.1,685.141,5161.0
115,"00:00:03,803","00:00:03,836",3.803,3.836,115,33,2024-06-19 11:01:35.002,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.1,685.141,5161.0
116,"00:00:03,836","00:00:03,870",3.836,3.87,116,34,2024-06-19 11:01:35.035,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.2,685.241,5164.0
117,"00:00:03,870","00:00:03,903",3.87,3.903,117,33,2024-06-19 11:01:35.069,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.2,685.241,5164.0
118,"00:00:03,903","00:00:03,936",3.903,3.936,118,33,2024-06-19 11:01:35.102,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.2,685.241,5167.0
119,"00:00:03,936","00:00:03,970",3.936,3.9699999999999998,119,34,2024-06-19 11:01:35.135,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.3,685.341,5167.0
120,"00:00:03,970","00:00:04,003",3.9699999999999998,4.003,120,33,2024-06-19 11:01:35.169,110.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.3,685.341,5171.0
121,"00:00:04,003","00:00:04,036",4.003,4.036,121,33,2024-06-19 11:01:35.202,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.3,685.341,5171.0
122,"00:00:04,036","00:00:04,070",4.036,4.07,122,34,2024-06-19 11:01:35.235,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.4,685.441,5174.0
123,"00:00:04,070","00:00:04,103",4.07,4.103,123,33,2024-06-19 11:01:35.269,110.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.4,685.441,5174.0
124,"00:00:04,103","00:00:04,137",4.103,4.1370000000000005,124,34,2024-06-19 11:01:35.302,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.4,685.441,5178.0
125,"00:00:04,137","00:00:04,170",4.1370000000000005,4.17,125,33,2024-06-19 11:01:35.336,100.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.5,685.541,5178.0
126,"00:00:04,170","00:00:04,203",4.17,4.203,126,33,2024-06-19 11:01:35.369,110.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.5,685.541,5181.0
127,"00:00:04,203","00:00:04,237",4.203,4.237,127,34,2024-06-19 11:01:35.402,110.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.5,685.541,5181.0
128,"00:00:04,237","00:00:04,270",4.237,4.27,128,33,2024-06-19 11:01:35.436,110.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.7,685.741,5184.0
129,"00:00:04,270","00:00:04,303",4.27,4.303,129,33,2024-06-19 11:01:35.469,110.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.7,685.741,5184.0
130,"00:00:04,303","00:00:04,337",4.303,4.337,130,34,2024-06-19 11:01:35.502,110.0,1/2000.0,170.0,0.0,default,240.0,0.0,0.0,0.7,685.741,5184.0
131,"00:00:04,337","00:00:04,370",4.337,4.37,131,33,2024-06-19 11:01:35.536,110.0,1/2000.0,170.0,0.0,default,240.0,0.0,0.0,0.8,685.841,5186.0
132,"00:00:04,370","00:00:04,403",4.37,4.4030000000000005,132,33,2024-06-19 11:01:35.569,110.0,1/2000.0,170.0,0.0,default,240.0,0.0,0.0,0.8,685.841,5186.0
133,"00:00:04,403","00:00:04,437",4.4030000000000005,4.437,133,34,2024-06-19 11:01:35.602,110.0,1/2000.0,170.0,0.0,default,240.0,0.0,0.0,0.8,685.841,5189.0
134,"00:00:04,437","00:00:04,470",4.437,4.47,134,33,2024-06-19 11:01:35.636,110.0,1/2000.0,170.0,0.0,default,240.0,0.0,0.0,0.9,685.941,5189.0
135,"00:00:04,470","00:00:04,504",4.47,4.504,135,34,2024-06-19 11:01:35.669,110.0,1/2000.0,170.0,0.0,default,240.0,0.0,0.0,0.9,685.941,5191.0
136,"00:00:04,504","00:00:04,537",4.504,4.537,136,33,2024-06-19 11:01:35.703,120.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,0.9,685.941,5191.0
137,"00:00:04,537","00:00:04,570",4.537,4.57,137,33,2024-06-19 11:01:35.736,120.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,1.0,686.041,5194.0
138,"00:00:04,570","00:00:04,604",4.57,4.604,138,34,2024-06-19 11:01:35.769,120.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,1.0,686.041,5194.0
139,"00:00:04,604","00:00:04,637",4.604,4.6370000000000005,139,33,2024-06-19 11:01:35.802,120.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,1.0,686.041,5197.0
140,"00:00:04,637","00:00:04,670",4.6370000000000005,4.67,140,33,2024-06-19 11:01:35.836,120.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,1.1,686.141,5197.0
141,"00:00:04,670","00:00:04,704",4.67,4.704,141,34,2024-06-19 11:01:35.870,120.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,1.1,686.141,5199.0
142,"00:00:04,704","00:00:04,737",4.704,4.737,142,33,2024-06-19 11:01:35.903,130.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,1.1,686.141,5199.0
143,"00:00:04,737","00:00:04,770",4.737,4.77,143,33,2024-06-19 11:01:35.936,130.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,1.1,686.141,5202.0
144,"00:00:04,770","00:00:04,804",4.77,4.804,144,34,2024-06-19 11:01:35.969,130.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,1.1,686.141,5202.0
145,"00:00:04,804","00:00:04,837",4.804,4.837,145,33,2024-06-19 11:01:36.003,130.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,1.1,686.141,5203.0
146,"00:00:04,837","00:00:04,871",4.837,4.871,146,34,2024-06-19 11:01:36.036,130.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,1.1,686.141,5203.0
147,"00:00:04,871","00:00:04,904",4.871,4.904,147,33,2024-06-19 11:01:36.070,130.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,1.1,686.141,5205.0
148,"00:00:04,904","00:00:04,937",4.904,4.937,148,33,2024-06-19 11:01:36.103,130.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,1.1,686.141,5205.0
149,"00:00:04,937","00:00:04,971",4.937,4.971,149,34,2024-06-19 11:01:36.136,130.0,1/2500.0,170.0,0.0,default,240.0,0.0,0.0,1.1,686.141,5206.0
